StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q152_First Click,Q152_Last Click,Q152_Page Submit,Q152_Click Count,Q3,Q153_First Click,Q153_Last Click,Q153_Page Submit,Q153_Click Count,Q154_First Click,Q154_Last Click,Q154_Page Submit,Q154_Click Count,Q261_1,Q261_2,Q261_3,Q262_1,Q262_2,Q262_3,Q264_1,Q264_2,Q264_3,Q265_1,Q265_2,Q265_3,Q266_2,Q266_3,Q266_4,Q267_1,Q267_2,Q267_3,Q157_First Click,Q157_Last Click,Q157_Page Submit,Q157_Click Count,MTurk_ID,Age,Gender,Gender_4_TEXT,Zip_Code,Q129,Ed_Level,Ed_Level_Mom,Q165,Q166,Q158_First Click,Q158_Last Click,Q158_Page Submit,Q158_Click Count,health_stat_age_1,general_health_1,gen_anxiety_1,depression_1,Q159_First Click,Q159_Last Click,Q159_Page Submit,Q159_Click Count,Conserv_scale_1,Conserv_scale_2,Conserv_scale_3,Conserv_scale_4,Conserv_scale_5,Conserv_scale_6,Conserv_scale_7,Q160_First Click,Q160_Last Click,Q160_Page Submit,Q160_Click Count,Numeracy_1,Numeracy_2,Numeracy_3,Numeracy_4,Q124_1,Q125_1,Q126_1,Q127_1,Q161_First Click,Q161_Last Click,Q161_Page Submit,Q161_Click Count,Q122_1,Q122_2,Q122_3,Q122_4,Q122_5,Q122_6,Q122_7,Q162_First Click,Q162_Last Click,Q162_Page Submit,Q162_Click Count,know_someone,prob_of_contract_1,Q133_1,Q132_1,corona_news_1,corona_anxious_1,past_social_iso_1,futur_social_iso_1,Q167_1,Q168,Q163_First Click,Q163_Last Click,Q163_Page Submit,Q163_Click Count,Q177_First Click,Q177_Last Click,Q177_Page Submit,Q177_Click Count,news,income_down_1,essential_worker,optimism_1,trump_approval_1,Q164_First Click,Q164_Last Click,Q164_Page Submit,Q164_Click Count,Effort_1,Q41,Random ID
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Do you understand the information above and consent to participate in the experiment?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Please indicate the total number confirmed cases you expect in the United States after this article was written (e.g., X cases after 3 days). - predicted number of confirmed cases in 3 days","Please indicate the total number confirmed cases you expect in the United States after this article was written (e.g., X cases after 3 days). - predicted number of confirmed cases in 6 days","Please indicate the total number confirmed cases you expect in the United States after this article was written (e.g., X cases after 3 days). - predicted number of confirmed cases in 9 days",How confident are you in the predictions you made above? - 3 days,How confident are you in the predictions you made above? - 6 days,How confident are you in the predictions you made above? - 9 days,"Please indicate the total number actual cases you expect in the United States after this article was written (e.g., X cases after 3 days). - predicted number of actual cases in 3 days","Please indicate the total number actual cases you expect in the United States after this article was written (e.g., X cases after 3 days). - predicted number of actual cases in 6 days","Please indicate the total number actual cases you expect in the United States after this article was written (e.g., X cases after 3 days). - predicted number of actual cases in 9 days",How confident are you in the predictions you made above? - 3 days,How confident are you in the predictions you made above? - 6 days,How confident are you in the predictions you made above? - 9 days,"Please indicate the total number deaths from COVID-19 you expect in the United States after this article was written (e.g., X deaths after 3 days) - predicted numbers of deaths in 3 days","Please indicate the total number deaths from COVID-19 you expect in the United States after this article was written (e.g., X deaths after 3 days) - predicted numbers of deaths in 6 days","Please indicate the total number deaths from COVID-19 you expect in the United States after this article was written (e.g., X deaths after 3 days) - predicted numbers of deaths in 9 days",How confident are you in the predictions you made above? - 3 days,How confident are you in the predictions you made above? - 6 days,How confident are you in the predictions you made above? - 9 days,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,MTurk Worker ID,Age,Gender - Selected Choice,Gender - Other - Text,Please enter your current zip code:,Who is the current president of the United States?,What is your highest level of education?,What is your mother's highest level of education?,At what age did you begin learning English?,What language do you use most often at home?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,How would you compare your general health status compared to that of others your own age?,How would you rate your general health status?,"Over the last 2 weeks, how often have you been feeling nervous, anxious, or on edge?","Over the last 2 weeks, how often have you been feeling down, depressed, or hopeless?",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"Please use the following scale to indicate the degree of your agreement or disagreement with each of the statements below. Try to describe your
attitudes accurately and generally. - I am politically more liberal than conservative.","Please use the following scale to indicate the degree of your agreement or disagreement with each of the statements below. Try to describe your
attitudes accurately and generally. - In any election, given a choice between a Republican and a Democratic candidate, I will select the Republican over the Democrat.","Please use the following scale to indicate the degree of your agreement or disagreement with each of the statements below. Try to describe your
attitudes accurately and generally. - Communism has been proven to be a failed political ideology.","Please use the following scale to indicate the degree of your agreement or disagreement with each of the statements below. Try to describe your
attitudes accurately and generally. - I cannot see myself ever voting to elect conservative candidates.","Please use the following scale to indicate the degree of your agreement or disagreement with each of the statements below. Try to describe your
attitudes accurately and generally. - The major national media are too left-wing for my taste.","Please use the following scale to indicate the degree of your agreement or disagreement with each of the statements below. Try to describe your
attitudes accurately and generally. - Socialism has many advantages over capitalism.","Please use the following scale to indicate the degree of your agreement or disagreement with each of the statements below. Try to describe your
attitudes accurately and generally. - On balance, I lean politically more to the left than to the right.",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Rate the following on a scale of 1 (not at all good) to 6 (extremely good). - How good are you at working with fractions?,Rate the following on a scale of 1 (not at all good) to 6 (extremely good). - How good are you at working with percentages?,Rate the following on a scale of 1 (not at all good) to 6 (extremely good). - How good are you at calculating a 15% tip?,Rate the following on a scale of 1 (not at all good) to 6 (extremely good). - How good are you at figuring out how much a shirt will cost if it is 25% off?,"When reading the newspaper, how helpful do you find tables
and graphs that are parts of a story?","When people tell you the chance of something happening, do
you prefer that they use words (‘‘it rarely happens’’) or
numbers (‘‘there’s a 1% chance’’)?","When you hear a weather forecast, do you prefer predictions
using percentages (e.g., ‘‘there will be a 20% chance of rain
today’’) or predictions using only words (e.g., ‘‘there is a
small chance of rain today’’)?",How often do you find numerical information to be useful?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Please rate how much you agree with the following statements on a scale of 1 (Strongly Agree) to 7 (Strongly Disagree). - I do not feel comfortable about taking chances.,Please rate how much you agree with the following statements on a scale of 1 (Strongly Agree) to 7 (Strongly Disagree). - I prefer situations that have foreseeable outcomes.,"Please rate how much you agree with the following statements on a scale of 1 (Strongly Agree) to 7 (Strongly Disagree). - Before I make a decision, I like to be absolutely sure how things will turn out.",Please rate how much you agree with the following statements on a scale of 1 (Strongly Agree) to 7 (Strongly Disagree). - I avoid situations that have uncertain outcomes.,Please rate how much you agree with the following statements on a scale of 1 (Strongly Agree) to 7 (Strongly Disagree). - I feel comfortable improvising in new situations.,Please rate how much you agree with the following statements on a scale of 1 (Strongly Agree) to 7 (Strongly Disagree). - I feel nervous when I have to make decisions in uncertain situations.,"Please rate how much you agree with the following statements on a scale of 1 (Strongly Agree) to 7 (Strongly Disagree). - For this question, select 6",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Do you personally know someone who has/had the novel coronavirus?,Estimate the probability that you will have contracted the illness within 9 days (0-100%),Estimate the probability that you will have been hospitalized because of the illness within 9 days (0-100%),Estimate the probability that you will have died from the illness within 9 days (0-100%),How closely have you been following the news on the coronavirus?,How anxious are you about the current virus situation?,How successful have you been in engaging in social isolation?,How successful will you be at engaging in social isolation in the next week?,Estimate how much time will pass before we can stop social distancing.,Estimate the maximum number of new cases/day that will be reported in the US.,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,Which of the following is your preferred news source?,To what extent has your household income decreased due to the coronavirus?,Are you an essential worker who will continue working during stay-at-home orders?,"How much do you agree with the following statement: ""Overall, I expect more good things to happen to me than bad""",Do you approve or disapprove of the way Donald Trump is handling his job as president?,Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"On a scale of 1 to 10, how much effort did you put into this study? (You will be compensated regardless of your response)","Thank you for participating in the study. 

Your MTurk Completion Code is: [Field-Random%20ID]

 

Copy this value to paste into MTurk. When you have copied this ID, please click the next button to submit your survey.",Random ID
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID268_FIRST_CLICK""}","{""ImportId"":""QID268_LAST_CLICK""}","{""ImportId"":""QID268_PAGE_SUBMIT""}","{""ImportId"":""QID268_CLICK_COUNT""}","{""ImportId"":""QID28""}","{""ImportId"":""QID269_FIRST_CLICK""}","{""ImportId"":""QID269_LAST_CLICK""}","{""ImportId"":""QID269_PAGE_SUBMIT""}","{""ImportId"":""QID269_CLICK_COUNT""}","{""ImportId"":""QID270_FIRST_CLICK""}","{""ImportId"":""QID270_LAST_CLICK""}","{""ImportId"":""QID270_PAGE_SUBMIT""}","{""ImportId"":""QID270_CLICK_COUNT""}","{""ImportId"":""QID261_1""}","{""ImportId"":""QID261_2""}","{""ImportId"":""QID261_3""}","{""ImportId"":""QID262_1""}","{""ImportId"":""QID262_2""}","{""ImportId"":""QID262_3""}","{""ImportId"":""QID264_1""}","{""ImportId"":""QID264_2""}","{""ImportId"":""QID264_3""}","{""ImportId"":""QID265_1""}","{""ImportId"":""QID265_2""}","{""ImportId"":""QID265_3""}","{""ImportId"":""QID266_2""}","{""ImportId"":""QID266_3""}","{""ImportId"":""QID266_4""}","{""ImportId"":""QID267_1""}","{""ImportId"":""QID267_2""}","{""ImportId"":""QID267_3""}","{""ImportId"":""QID273_FIRST_CLICK""}","{""ImportId"":""QID273_LAST_CLICK""}","{""ImportId"":""QID273_PAGE_SUBMIT""}","{""ImportId"":""QID273_CLICK_COUNT""}","{""ImportId"":""QID95_TEXT""}","{""ImportId"":""QID44_TEXT""}","{""ImportId"":""QID45""}","{""ImportId"":""QID45_4_TEXT""}","{""ImportId"":""QID217_TEXT""}","{""ImportId"":""QID245_TEXT""}","{""ImportId"":""QID46""}","{""ImportId"":""QID227""}","{""ImportId"":""QID281_TEXT""}","{""ImportId"":""QID282_TEXT""}","{""ImportId"":""QID274_FIRST_CLICK""}","{""ImportId"":""QID274_LAST_CLICK""}","{""ImportId"":""QID274_PAGE_SUBMIT""}","{""ImportId"":""QID274_CLICK_COUNT""}","{""ImportId"":""QID221_1""}","{""ImportId"":""QID219_2""}","{""ImportId"":""QID229_1""}","{""ImportId"":""QID230_1""}","{""ImportId"":""QID275_FIRST_CLICK""}","{""ImportId"":""QID275_LAST_CLICK""}","{""ImportId"":""QID275_PAGE_SUBMIT""}","{""ImportId"":""QID275_CLICK_COUNT""}","{""ImportId"":""QID210_1""}","{""ImportId"":""QID210_4""}","{""ImportId"":""QID210_5""}","{""ImportId"":""QID210_6""}","{""ImportId"":""QID210_7""}","{""ImportId"":""QID210_12""}","{""ImportId"":""QID210_13""}","{""ImportId"":""QID276_FIRST_CLICK""}","{""ImportId"":""QID276_LAST_CLICK""}","{""ImportId"":""QID276_PAGE_SUBMIT""}","{""ImportId"":""QID276_CLICK_COUNT""}","{""ImportId"":""QID239_1""}","{""ImportId"":""QID239_2""}","{""ImportId"":""QID239_3""}","{""ImportId"":""QID239_4""}","{""ImportId"":""QID240_1""}","{""ImportId"":""QID241_1""}","{""ImportId"":""QID242_1""}","{""ImportId"":""QID243_1""}","{""ImportId"":""QID277_FIRST_CLICK""}","{""ImportId"":""QID277_LAST_CLICK""}","{""ImportId"":""QID277_PAGE_SUBMIT""}","{""ImportId"":""QID277_CLICK_COUNT""}","{""ImportId"":""QID238_1""}","{""ImportId"":""QID238_2""}","{""ImportId"":""QID238_3""}","{""ImportId"":""QID238_4""}","{""ImportId"":""QID238_5""}","{""ImportId"":""QID238_6""}","{""ImportId"":""QID238_8""}","{""ImportId"":""QID278_FIRST_CLICK""}","{""ImportId"":""QID278_LAST_CLICK""}","{""ImportId"":""QID278_PAGE_SUBMIT""}","{""ImportId"":""QID278_CLICK_COUNT""}","{""ImportId"":""QID223""}","{""ImportId"":""QID222_1""}","{""ImportId"":""QID249_1""}","{""ImportId"":""QID248_1""}","{""ImportId"":""QID231_1""}","{""ImportId"":""QID232_1""}","{""ImportId"":""QID233_1""}","{""ImportId"":""QID235_1""}","{""ImportId"":""QID283_1""}","{""ImportId"":""QID284_TEXT""}","{""ImportId"":""QID279_FIRST_CLICK""}","{""ImportId"":""QID279_LAST_CLICK""}","{""ImportId"":""QID279_PAGE_SUBMIT""}","{""ImportId"":""QID279_CLICK_COUNT""}","{""ImportId"":""QID293_FIRST_CLICK""}","{""ImportId"":""QID293_LAST_CLICK""}","{""ImportId"":""QID293_PAGE_SUBMIT""}","{""ImportId"":""QID293_CLICK_COUNT""}","{""ImportId"":""QID286""}","{""ImportId"":""QID289_1""}","{""ImportId"":""QID290""}","{""ImportId"":""QID291_1""}","{""ImportId"":""QID292_1""}","{""ImportId"":""QID280_FIRST_CLICK""}","{""ImportId"":""QID280_LAST_CLICK""}","{""ImportId"":""QID280_PAGE_SUBMIT""}","{""ImportId"":""QID280_CLICK_COUNT""}","{""ImportId"":""QID15_1""}","{""ImportId"":""QID91""}","{""ImportId"":""Random ID""}"
2020-04-07 16:12:59,2020-04-07 16:18:09,0,104.185.40.159,100,310,1,2020-04-07 16:18:09,R_27rEmeZWmSAd08H,,,,,36.6217041015625,-121.7935028076171875,anonymous,EN,0.5,0.5,3.795,1,1,1.492,1.492,2.149,1,0,0,4.015,0,500000,650000,750000,50,50,50,550000,700000,800000,50,50,50,16000,20000,23000,50,50,50,51.687,139.054,152.122,13,A1IUH9D7N69VS,40,2,,93955,Donald Trump,4,4,0,English,2.366,15.155,18.944,6,1,1,1,1,3.988,10.758,11.64,5,0,-1,-4,0,-2,4,3,1.998,24.891,25.871,11,6,6,6,6,6,6,1,6,1.604,11.714,12.072,10,5,6,5,6,2,4,6,2.295,13.589,14.881,7,2,5,3,0,50,35,100,100,5,3500,1.337,26.593,32.353,11,3.231,11.095,12.349,6,10,0,2,4,3,1.697,1.697,2.331,1,10,1,8472
2020-04-07 16:13:31,2020-04-07 16:18:22,0,72.78.184.99,100,291,1,2020-04-07 16:18:22,R_2YXiEabL59ZihDt,,,,,40.0458984375,-75.53070068359375,anonymous,EN,0,0,21.1,0,1,2.481,2.481,2.798,1,0,0,3.446,0,45000,57000,65000,67,62,57,45000,57000,65000,50,46,41,15000,22000,35000,56,52,48,23.888,87.637,88.796,17,A161AJDHLJVCLZ,32,1,,19073,donald trump,6,5,0,english,1.325,18.775,22.388,8,2,2,2,1,1.994,8.475,9.404,7,-3,3,0,-3,3,-2,-3,2.545,14.671,15.521,10,6,6,6,6,6,6,1,6,1.675,10.824,12.831,11,3,6,4,3,5,3,6,11.607,15.95,17.152,7,1,23,5,2,73,37,89,89,6,1200000,2.722,26.842,35.045,20,19.739,41.611,42.632,9,12,49,1,4,2,1.526,2.886,3.315,4,10,1,8202
2020-04-07 16:13:10,2020-04-07 16:18:48,0,69.143.168.234,100,338,1,2020-04-07 16:18:49,R_28IfgnnTmMX0Ss8,,,,,39.0005950927734375,-77.10030364990234375,anonymous,EN,0,0,2.704,0,1,3.42,3.42,4.265,1,0,0,8.26,0,415000,450000,500000,50,50,50,450000,500000,600000,50,51,50,14000,17000,21000,50,50,50,36.455,145.932,146.174,45,A2V4DP31BEVABF,33,2,,20910,Donald Trump,3,2,5,English,0.803,21.909,24.835,14,3,4,3,2,2.791,9,10.125,7,2,2,-4,2,-4,1,2,6.616,29.115,30.255,7,2,2,2,2,5,5,2,5,1.676,19.919,20.596,15,3,5,5,4,4,5,6,5.76,20.29,22.407,16,2,10,5,2,15,31,72,63,5,5000,1.309,22.623,32.08,19,5.672,18.642,19.352,8,10,7,2,4,3,2.183,2.183,3.012,1,10,1,2784
2020-04-07 16:14:28,2020-04-07 16:19:02,0,172.58.99.172,100,274,1,2020-04-07 16:19:03,R_21zDgCaOi9MZFJZ,,,,,29.7406005859375,-95.55829620361328125,anonymous,EN,0,0,6.056,0,1,2.081,2.897,3.195,2,0,0,1.448,0,4000,8000,20000,50,51,51,70,100,200,49,49,47,50,100,200,50,50,51,5.364,87.358,88.491,18,AOG0PUCLMU0HH,29,2,,77064,donald trump,5,1,3,english,4.229,20.548,23.309,9,2,2,1,1,3.681,8.789,10.079,4,-4,4,-4,-4,4,4,-4,3.621,18.19,19.09,8,4,4,4,4,6,6,1,6,2.27,10.15,11.182,9,1,1,1,1,1,1,6,3.334,9.612,11.003,9,2,51,51,50,51,50,82,78,7,300000,1.455,20.846,33.511,19,4.26,19.601,20.356,9,10,0,1,3,1,26.141,26.141,27.262,1,10,1,3784
2020-04-07 16:13:49,2020-04-07 16:19:17,0,108.44.46.154,100,328,1,2020-04-07 16:19:17,R_22mkAsc5WujSfi8,,,,,42.7198028564453125,-73.82070159912109375,anonymous,EN,0,0,3.226,0,1,1.005,3.681,4.844,2,0,0,4.179,0,600000,800000,950000,36,32,26,2000000,2500000,2700000,38,35,32,20000,30000,38000,32,29,26,13.229,150.375,151.813,28,A2THN8O1IQIRP7,23,1,,12303,Donald Trump,5,6,0,English,0.575,0.575,15.679,1,3,2,3,1,2.257,8.194,9.101,6,-4,4,1,-4,4,-3,-4,1.956,18.18,19.284,10,4,4,4,6,5,6,1,5,1.787,17.245,18.331,10,3,3,4,4,2,3,6,2.688,23.057,24.982,8,2,5,1,0,91,87,93,94,4,100000,1.313,28.029,33.246,15,7.259,21.897,23.191,9,10,20,2,4,1,4.647,4.647,6.934,1,9,1,7074
2020-04-07 16:14:29,2020-04-07 16:19:20,0,73.190.72.66,100,290,1,2020-04-07 16:19:20,R_2xIUzxwG4TLsYTM,,,,,45.496002197265625,-122.7998046875,anonymous,EN,0,0,8.02,0,1,1.503,1.503,2.123,1,0,0,3.838,0,510000,650000,800000,63,46,17,7000000,10000000,13000000,30,20,10,18000,25000,33000,23,15,8,23.74,104.666,105.839,22,A1YX4D517MM5M3,32,2,,97229,donald trump,5,3,2,english,1.537,16.374,24.114,7,2,2,2,3,3.139,9.89,10.538,5,-1,3,-2,0,2,0,-1,5.152,26.643,27.709,7,6,6,6,6,5,4,3,6,1.808,12.783,13.406,10,4,3,3,3,4,3,6,4.36,12.69,13.763,7,2,10,2,0,60,35,96,95,7,50000,1.599,37.842,38.925,14,5.134,25.536,26.277,5,10,10,2,3,1,3.177,3.177,4.351,1,9,1,1509
2020-04-07 16:13:12,2020-04-07 16:19:33,0,69.21.50.216,100,380,1,2020-04-07 16:19:34,R_2pWd2mLekVEC5re,,,,,42.75140380859375,-71.5785980224609375,anonymous,EN,0,0,3.126,0,1,2.415,3.837,5.375,2,0,0,3.813,0,450000,545000,750000,71,70,71,600000,1000000,1250000,66,66,66,14000,17500,22000,66,66,67,1.546,152.521,153.638,50,A23JXRIKFX8PDN,57,1,,03244,Trump,5,5,1,English,8.129,27.145,31.026,14,3,2,2,1,6.69,18.422,19.919,8,-4,4,-2,-4,3,-4,-4,6.293,32.055,33.434,9,4,4,4,4,4,2,5,4,3.297,16.113,17.28,10,4,5,3,3,5,4,6,2.751,19.357,20.378,8,2,34,30,13,100,81,100,96,7,10000,2.062,43.496,47.9,15,4.389,19.367,20.679,9,10,100,2,4,1,2.552,2.552,3.608,1,10,1,8822
2020-04-07 16:14:45,2020-04-07 16:20:59,0,206.82.167.128,100,373,1,2020-04-07 16:21:00,R_1HhGhfF1P2vBbmF,,,,,41.6432037353515625,-83.67530059814453125,anonymous,EN,0,0,3.402,0,1,2.819,3.185,4.477,2,0,0,20.917,0,525000,740000,850000,81,75,63,700000,900000,1200000,67,62,53,15000,26000,34000,73,62,51,62.89,125.169,126.943,20,A3SL5QRF7MX2P1,40,1,,43551,Donald Trump,6,3,1,English,24.785,59.372,68.954,7,2,2,1,1,16.377,24.394,26.011,5,1,-1,-3,2,1,1,1,2.653,19.654,20.469,8,5,6,6,6,6,6,1,6,2.234,11.144,11.799,8,1,1,2,2,6,2,6,3.523,15.111,15.928,7,2,3,1,1,98,11,89,91,4,30000,1.578,22.87,31.087,10,4.876,18.158,18.969,6,1,15,1,4,3,1.76,1.76,2.85,1,10,1,2622
