StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q152_First Click,Q152_Last Click,Q152_Page Submit,Q152_Click Count,Q3,Q153_First Click,Q153_Last Click,Q153_Page Submit,Q153_Click Count,Q154_First Click,Q154_Last Click,Q154_Page Submit,Q154_Click Count,Q252_1,Q252_2,Q252_3,Q253_1,Q253_2,Q253_3,Q255_1,Q255_2,Q255_3,Q256_1,Q256_2,Q256_3,Q257_2,Q257_3,Q257_4,Q258_1,Q258_2,Q258_3,Q156_First Click,Q156_Last Click,Q156_Page Submit,Q156_Click Count,MTurk_ID,Age,Gender,Gender_4_TEXT,Zip_Code,Q129,Ed_Level,Ed_Level_Mom,Q165,Q166,Q158_First Click,Q158_Last Click,Q158_Page Submit,Q158_Click Count,health_stat_age_1,general_health_1,gen_anxiety_1,depression_1,Q159_First Click,Q159_Last Click,Q159_Page Submit,Q159_Click Count,Conserv_scale_1,Conserv_scale_2,Conserv_scale_3,Conserv_scale_4,Conserv_scale_5,Conserv_scale_6,Conserv_scale_7,Q160_First Click,Q160_Last Click,Q160_Page Submit,Q160_Click Count,Numeracy_1,Numeracy_2,Numeracy_3,Numeracy_4,Q124_1,Q125_1,Q126_1,Q127_1,Q161_First Click,Q161_Last Click,Q161_Page Submit,Q161_Click Count,Q122_1,Q122_2,Q122_3,Q122_4,Q122_5,Q122_6,Q122_7,Q162_First Click,Q162_Last Click,Q162_Page Submit,Q162_Click Count,know_someone,prob_of_contract_1,Q133_1,Q132_1,corona_news_1,corona_anxious_1,past_social_iso_1,futur_social_iso_1,Q167_1,Q168,Q163_First Click,Q163_Last Click,Q163_Page Submit,Q163_Click Count,Q177_First Click,Q177_Last Click,Q177_Page Submit,Q177_Click Count,news,income_down_1,essential_worker,optimism_1,trump_approval_1,Q164_First Click,Q164_Last Click,Q164_Page Submit,Q164_Click Count,Effort_1,Q41,Random ID
2020-04-24 15:28:26,2020-04-24 15:44:12,0,199.116.118.223,100,946,1,2020-04-24 15:44:13,R_2z6kN5qzKandXuu,,,,,37.3881072998046875,-121.8755950927734375,anonymous,EN,39.474,39.474,58.225,1,1,6.376,8.456,9.394,3,0,0,11.305,0,401242,408111,410020,75,84,76,399543,401300,404350,75,74,72,12803,13603,14040,75,79,77,35.269,258.05,258.891,39,A2JCX1QC4PQLKN,35,2,,90201,Donald Trump,5,5,3,english,9.18,79.334,80.697,18,2,2,3,3,25.741,49.583,50.355,7,1,1,-2,-2,-1,1,1,52.036,152.067,152.923,33,5,5,5,5,4,2,5,5,22.977,65.437,66.001,21,4,5,5,5,6,5,6,4.222,44.18,45.15,17,2,15,16,4,83,74,52,56,6,2054,4.382,69.524,70.514,36,3.688,42.498,43.584,14,12,40,1,5,3,4.514,4.514,10.796,1,10,1,5240
2020-04-24 15:36:16,2020-04-24 15:46:04,0,165.231.210.20,100,588,1,2020-04-24 15:46:04,R_3RrWYAhwBPAOXm4,,,,,32.776702880859375,-96.80500030517578125,anonymous,EN,0,0,17.12,0,1,5.044,5.044,6.604,1,0,0,11.408,0,12,24,48,40,53,70,45,355,3244,52,62,48,23,45,123,60,56,72,34.134,154.936,158.631,24,A3L7UGUUHMOVZ,52,2,,33233,donald trump,4,3,2,english,2.306,82.627,92.648,10,4,2,2,2,3.497,11.032,12.398,4,2,2,2,3,3,2,3,2.6,21.379,41.658,14,5,4,5,6,5,5,5,6,3.218,34.228,35.76,8,8,6,6,6,8,5,6,3.561,11.269,15.166,7,2,70,61,71,82,60,72,67,5,"27,869",6.734,63.046,75.298,12,2.387,17.969,19.276,5,12,81,1,4,3,6.833,6.833,27.325,1,8,1,2297
2020-04-24 15:36:56,2020-04-24 15:46:56,0,72.209.152.99,100,599,1,2020-04-24 15:46:56,R_1BQsd3EXXlUGHMY,,,,,39.127105712890625,-95.638397216796875,anonymous,EN,0,0,55.368,0,1,6.377,6.377,7.128,1,0,0,2.659,0,1301,9197,68211,32,51,82,1301,9197,68211,24,40,53,150,5102,12692,28,47,61,5.358,248.819,249.858,17,A1QS9XMNC5TGML,28,1,,89142,donald trump,5,5,2,English,6.606,64.123,71.221,12,5,4,2,4,8.522,10.813,12.295,3,2,1,3,1,2,3,2,3.948,13.664,15.162,7,4,4,5,5,5,5,6,5,0,0,12.535,0,5,5,6,8,5,8,6,6.399,10.3,15.796,5,2,54,76,47,74,43,60,32,6,91000,3.806,114.803,115.563,13,2.032,10.476,12.159,9,12,77,1,4,3,2.041,3.145,3.349,4,8,1,8983
2020-04-24 15:35:32,2020-04-24 15:47:03,0,73.223.253.108,100,691,1,2020-04-24 15:47:04,R_2Yy2vd2aKzbuxHD,,,,,37.8567047119140625,-122.0218048095703125,anonymous,EN,0,0,2.782,0,1,1.438,1.438,2.122,1,1.73,1.73,26.723,1,419000,470000,550000,70,70,70,420000,490000,550000,73,76,72,14000,15000,17000,64,72,69,12.241,104.238,105.339,21,AT60ESWGVSAG9,31,2,,94596,Donald Trump,6,6,1,English,1.031,5.957,26.301,5,1,1,2,1,1.507,7.267,9.09,9,1,-1,-3,-3,1,-2,3,2.176,18.125,19.192,15,5,4,5,5,4,5,3,4,0.917,6.62,7.785,8,5,5,4,5,5,4,6,1.064,8.114,16.106,13,1,65,51,78,72,28,66,65,5,30000,1.736,174.837,184.123,24,1.489,11.935,13.95,7,12,71,1,4,1,3.184,3.184,4.301,1,10,1,5882
2020-04-24 15:31:40,2020-04-24 15:47:11,0,45.4.199.161,100,930,1,2020-04-24 15:47:11,R_1QEkh81hby1IsxW,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,15.308,29.608,31.1,2,1,5.525,5.525,6.63,1,0,0,2.373,0,10000,15000,20000,53,53,63,100000,200000,1000,46,82,56,500000,10000,2000,46,75,92,577.365,655.125,656.025,11,A1CSCD4EOGH7U6,30,2,,10001,Donald Trump,6,4,4,English,2.049,78.632,101.474,8,3,3,2,2,4.598,10.59,12.177,5,-2,1,0,1,0,-1,-1,2.581,19.805,20.887,12,4,4,5,5,5,6,5,4,1.663,13.694,15.057,10,4,5,6,5,5,6,6,4.185,9.194,10.878,8,1,54,36,55,47,66,52,62,6,1000,1.223,21.518,34.784,11,1.836,11.468,12.662,7,12,74,1,4,4,1.735,1.735,3.065,1,7,1,7203
2020-04-24 15:34:12,2020-04-24 15:48:33,0,35.133.144.101,100,861,1,2020-04-24 15:48:34,R_71Dov92pmWWzvYB,,,,,34.7234039306640625,-82.4651031494140625,anonymous,EN,0,0,22.755,0,1,480.983,480.983,482.002,1,0,0,2.23,0,852,695,666,45,65,78,55,695,358,79,56,70,33,66,68,50,60,69,100.552,153.815,155.174,19,A2Y8JQ43HF8JOB,45,2,,84023,donald trump,5,1,5,english,11.762,78.073,86.067,11,3,2,1,3,1.802,5.701,7.637,4,1,2,1,-1,1,1,-1,2.939,9.924,11.561,7,3,2,3,4,3,5,3,4,1.279,9.763,11.149,10,5,4,3,4,5,6,6,3.325,9.554,12.682,8,2,57,62,75,57,43,79,79,4,5000,4.668,25.307,30.651,10,1.796,9.704,11.644,5,2,60,1,4,2,4.178,4.178,5.324,1,10,1,3278
2020-04-24 15:37:14,2020-04-24 15:50:12,0,75.74.117.142,100,777,1,2020-04-24 15:50:12,R_2pKR5h8RweNwvbM,,,,,26.016204833984375,-80.19550323486328125,anonymous,EN,0,0,26.282,0,1,35.921,35.921,37.62,1,0,0,19.137,0,450000,750000,995000,92,69,63,320000,500000,850000,80,68,63,16000,21000,25000,91,82,72,85.274,317.289,319.446,14,A9EFAPTE9L83N,31,1,,33351,Donal Trump,5,5,1,engllish,13.108,52.378,59.115,9,2,1,2,2,8.884,23.769,24.995,5,2,4,4,1,1,4,-2,27.203,66.903,68.291,8,4,6,5,4,5,6,6,6,14.995,55.109,57.578,8,3,2,3,5,6,2,6,9.207,27.908,32.991,7,2,4,2,2,82,59,82,93,5,1200,9.008,48.822,58.613,12,3.658,34.339,35.543,7,12,19,1,5,4,5.165,5.165,6.156,1,10,1,3798
2020-04-24 15:44:55,2020-04-24 15:55:44,0,12.236.149.34,100,648,1,2020-04-24 15:55:45,R_10DfkFMGFvFedjP,,,,,33.0034942626953125,-117.0695953369140625,anonymous,EN,0,0,67.484,0,1,3.138,3.138,3.959,1,0,0,7.851,0,452325,523641,756321,29,46,22,452345,625435,752361,59,68,81,14563,17563,18653,36,48,31,16.275,176.1,177.556,22,A2P1WD31HPJXU2,32,2,,95404,Donald trump,5,4,3,english,16.425,69.288,81.545,15,4,3,3,2,1.401,4.738,5.581,4,1,1,-1,2,1,-1,2,20.359,28.038,29.058,8,5,3,4,3,4,3,4,5,1.624,7.27,8.706,8,6,3,5,3,5,4,6,10.35,13.391,14.736,7,2,52,45,39,66,45,25,54,4,20000,1.781,41.344,41.784,13,2.354,84.236,86.214,7,1,18,1,3,3,94.974,94.974,95.941,1,6,1,3043
2020-04-24 15:46:54,2020-04-24 15:58:25,0,69.243.66.112,100,690,1,2020-04-24 15:58:25,R_33EkW6aHLNbDzGF,,,,,39.3126983642578125,-76.58100128173828125,anonymous,EN,4.863,4.863,5.868,1,1,5.392,7.755,9.5,2,0,0,11.957,0,500000,750000,1000000,32,32,33,1000000,1500000,2000000,34,35,35,30000,60000,90000,30,31,31,7.599,271.321,272.722,38,A3BVSTEODKSODS,59,1,,21218,Donald Trump,5,2,0,English,7.916,52.555,57.115,14,2,2,4,3,3.304,12.995,14.792,5,-4,3,3,-4,4,-4,-4,5.922,47.895,49.201,10,1,2,2,2,4,5,2,5,4.242,54.307,55.286,20,2,2,2,4,3,2,6,3.665,21.142,22.276,8,1,30,19,20,92,100,50,51,7,5000000,7.756,64.65,97.548,24,10.783,45.907,47.173,14,6,31,2,1,1,3.997,4.645,8.066,2,9,1,4429
2020-04-24 15:43:02,2020-04-24 16:00:16,0,72.203.93.164,100,1034,1,2020-04-24 16:00:16,R_24ekfdctgXrZMjD,,,,,33.7671966552734375,-118.38140106201171875,anonymous,EN,0,0,23.655,0,1,724.617,724.617,725.677,1,0,0,9.444,0,301,9197,68211,55,72,39,301,9197,68211,41,66,35,38,150,1027,52,68,37,4.454,78.031,79.853,14,AAT2LMF4GLU2G,48,1,,92555,Donald Trump,5,3,6,English,6.579,57.982,60.335,10,4,3,4,2,5.989,10.148,11.355,4,1,-2,1,2,1,-1,1,14.299,25.684,27.644,10,5,3,4,2,3,5,2,4,3.053,9.932,13.961,8,6,3,4,8,5,3,6,4.995,10.201,13.967,7,1,66,44,71,48,62,34,67,4,15,1.246,18.466,23.685,11,3.394,10.611,11.866,5,2,64,1,3,4,1.236,1.236,1.997,1,7,1,4535
2020-04-24 15:55:12,2020-04-24 16:02:59,0,137.118.193.187,100,466,1,2020-04-24 16:02:59,R_3k0uZ8yAA3Efs9P,,,,,45.7205963134765625,-123.90570068359375,anonymous,EN,0,0,3.76,0,1,2.724,2.724,4.537,1,0,0,7.413,0,550000,1000000,1250000,19,19,10,750000,1000000,1500000,23,20,11,20000,50000,75000,17,15,15,31.326,195.131,196.551,18,A14ADQ7RUN6TDY,70,2,,97131,Trump,5,2,0,English,1.538,29.105,33.889,10,2,2,1,1,6.901,16.649,18.075,4,3,-4,2,3,-4,2,4,5.565,31.779,32.5,10,5,5,5,5,5,6,1,6,3.48,24.008,25.256,9,4,2,5,5,2,6,6,8.062,29.19,31.135,8,2,5,1,1,96,9,100,100,7,100000,1.867,36.745,49.767,10,6.052,20.98,22.637,5,10,0,1,3,1,2.553,2.553,3.44,1,10,1,1861
2020-04-24 16:03:38,2020-04-24 16:10:56,0,71.194.123.244,100,438,1,2020-04-24 16:10:57,R_yqXLMBk5bzjz5L3,,,,,41.9777984619140625,-88.2017974853515625,anonymous,EN,0,0,3.952,0,1,2.357,4.976,6.753,3,0,0,5.226,0,430000,488000,540000,62,57,49,700000,900000,1100000,52,47,47,19000,24000,29000,33,27,19,43.564,151.475,152.858,23,A21Y7K669KM1PR,50,1,,60103,Donald Trump,5,2,1,English,1.916,49.94,50.935,15,5,4,2,1,3.625,22.966,24.114,6,-4,3,4,-4,4,-4,-4,5.42,41.355,42.781,10,5,6,6,6,5,5,5,6,3.375,21.364,22.437,12,6,6,5,6,2,6,6,5.081,34.868,36.302,10,1,54,46,6,69,98,86,86,7,50000,2.583,35.469,42.028,17,4.016,29.225,30.36,9,10,31,2,2,2,3.74,3.74,5.21,1,10,1,2842
2020-04-24 15:54:52,2020-04-24 16:16:35,0,50.107.137.18,100,1302,1,2020-04-24 16:16:35,R_6D6FVZgVutFHzON,,,,,41.347198486328125,-75.9853973388671875,anonymous,EN,0,0,98.226,0,1,2.152,2.152,2.998,1,0,0,13.456,0,397892,401000,406230,52,58,62,397922,401232,405325,48,47,49,14293,16839,19872,55,55,55,370.774,871.354,872.705,24,A3S1FX080CWBMG,31,2,,76106,donald trump,6,6,4,english,8.991,78.393,84.774,18,3,2,2,2,4.26,10.632,11.346,5,3,1,-2,3,-1,1,-1,19.347,32.726,33.456,9,3,5,3,2,4,3,4,3,2.274,9.407,12.785,9,2,5,3,2,4,5,6,3.214,9.748,10.569,7,2,54,40,24,39,58,67,87,3,308726,2.807,31.288,50.621,19,3.776,21.844,22.451,6,3,33,2,3,3,5.776,7.149,8.24,3,10,1,3150
2020-04-24 16:20:50,2020-04-24 16:24:52,0,108.35.40.72,100,242,1,2020-04-24 16:24:52,R_2CVYsXn9cLYgKg9,,,,,40.9918060302734375,-73.98000335693359375,anonymous,EN,0,0,3.186,0,1,4.271,4.271,6.086,1,0,0,2.457,0,400000,420000,440000,51,29,18,900000,1000000,12000000,19,14,6,15000,18000,25000,41,26,8,17.132,72.721,73.881,13,A324M5ZRHX7RUV,26,1,,07648,trump,5,3,1,english,4.714,26.912,31.684,11,3,2,3,2,2.356,8.618,9.508,5,-1,1,-2,2,-2,0,-1,4.607,20.005,21.474,9,3,4,3,4,4,5,5,4,2.282,16.489,17.292,10,5,6,5,5,4,5,6,1.657,14.612,15.753,7,1,51,30,1,72,93,81,80,6,1000,1.952,25.811,34.411,11,2.531,10.981,11.55,5,6,5,1,4,2,1.6,2.285,2.56,2,10,1,5731
2020-04-24 16:14:01,2020-04-24 16:25:08,0,129.112.109.43,100,666,1,2020-04-24 16:25:08,R_2sYhI4CbkmOqwQw,,,,,32.83099365234375,-96.76920318603515625,anonymous,EN,0,0,6.107,0,1,8.505,8.505,10.188,1,0,0,14.943,0,600000,900000,1200000,70,65,59,550000,800000,1000000,62,55,50,14000,16000,18000,79,65,58,60.871,248.489,250.182,33,A2FK3TPOTQVTX5,44,2,,75025,Trump,5,2,4,English,7.012,45.618,47.522,11,2,1,2,2,7.287,21.045,23.485,5,-2,1,0,-1,0,-1,1,10.547,56.727,58.416,12,4,4,5,5,5,5,2,5,7.142,45.684,47.585,11,2,5,4,3,6,2,6,9.067,29.938,32.08,8,2,10,8,3,86,88,99,86,4,20000,3.292,101.305,107.422,12,3.954,31.79,33.577,6,3,19,2,4,3,5.593,5.593,6.852,1,10,1,7195
2020-04-24 16:13:48,2020-04-24 16:36:39,0,196.247.50.60,100,1371,1,2020-04-24 16:36:40,R_2djdsMIIcpKIIoS,,,,,33.7552947998046875,-84.38860321044921875,anonymous,EN,72.324,72.324,72.755,1,1,123.35,123.35,125.617,1,0,0,350.148,0,2000,3500,7000,78,72,86,400,700,4000,83,73,86,100,300,1000,92,79,87,39.401,171.533,171.823,28,A3UP4PP3ZF1J39,31,2,,30303,Donald Trump,5,6,1," English",37.115,132.125,141.929,16,1,2,1,1,20.67,35.813,37.25,5,-2,-4,-2,-1,2,1,2,33.629,65.309,67.079,14,2,3,4,3,5,5,4,6,16.478,39.432,40.515,8,6,5,6,5,6,4,6,6.637,16.192,23.262,7,2,15,18,34,45,63,49,48,4,200000,3.596,180.778,188.139,29,4.194,37.989,38.977,8,12,35,2,5,1,5.563,5.563,6.612,1,9,1,2753
2020-04-24 16:40:15,2020-04-24 16:45:55,0,68.84.238.54,100,339,1,2020-04-24 16:45:55,R_Um6dRvABmXq3453,,,,,39.801300048828125,-75.0030975341796875,anonymous,EN,0,0,5.258,0,1,2.766,2.766,3.334,1,1.341,1.674,4.643,3,500000,700000,1000000,71,61,58,750000,1000000,1300000,38,37,38,15000,20000,25000,72,72,71,2.248,118.291,119.655,24,A1AINTCOQ7NXLX,30,2,,08755,Donald Trump,5,4,3,English,4.905,13.123,37.953,3,2,2,2,1,0,0,9.441,0,-2,2,-1,1,1,-1,-2,2.696,29.25,30.717,8,4,5,5,5,5,6,2,6,0,0,22.34,0,3,3,3,3,3,3,6,0,0,18.748,0,2,10,2,1,62,28,95,94,7,40000,1.219,26.171,41.459,10,5.295,20.099,22.386,5,9,0,2,4,1,4.128,5.226,5.54,2,10,1,9047
2020-04-24 16:46:10,2020-04-24 17:06:45,0,66.168.155.42,100,1234,1,2020-04-24 17:06:46,R_3LbQRTzBUN7pOUO,,,,,36.503692626953125,-87.2729034423828125,anonymous,EN,0,0,38.257,0,1,41.093,55.035,58.58,4,0,0,14.673,0,440000,525000,600000,75,75,75,"1,300,000","1,575,000","1,800,000",3,3,3,"20,000","24,000","30,000",60,60,60,47.118,767.271,768.518,39,A35QZFRG4FKK3Z,68,1,,37042,Trump,6,2,1,English,3.983,53.443,54.902,15,2,2,1,1,6.22,17.315,18.596,5,3,-4,-4,4,-4,4,4,12.608,51.972,53.293,12,5,5,6,6,6,6,1,6,6.256,38.905,40.171,11,4,3,4,5,3,8,6,14.073,37.324,38.755,8,2,0,0,0,85,0,100,100,5,"200,000",3.629,81.956,84.622,21,3.795,28.964,30.109,8,3,0,2,5,4,5.62,5.62,6.813,1,10,1,8215
2020-04-24 17:06:25,2020-04-24 17:14:48,0,64.145.93.101,100,503,1,2020-04-24 17:14:49,R_3h9i3IKuO0Eobf8,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0,0,22.601,0,1,1.678,4.197,5.906,3,0,0,3.001,0,530000,600000,710000,71,69,72,530000,600000,710000,64,66,59,24000,30000,33000,60,60,61,2.599,146.732,147.762,30,ATGO5J2TL18KM,35,2,,44851,donald trump,5,5,0,english,10.468,47.031,47.861,14,4,4,3,1,3.805,3.805,6.687,1,1,-2,-2,1,1,1,1,1.557,20.663,21.393,13,2,6,3,1,5,3,4,3,5.379,5.379,11.3,1,3,5,3,6,4,2,6,4.858,16,17.382,4,2,3,3,2,3,3,2,5,4,4000000,2.278,31.09,45.333,15,3.1,18.092,22.325,8,12,3,1,3,1,4.123,4.123,5.03,1,10,1,2717
2020-04-24 16:42:52,2020-04-24 17:15:00,0,104.190.255.164,100,1927,1,2020-04-24 17:15:00,R_D7WCbLwO5fQWmu5,,,,,29.5583953857421875,-98.743499755859375,anonymous,EN,0,0,8.252,0,1,11.557,16.377,17.101,9,24.288,24.288,32.158,1,500000,750000,1000000,36,25,20,1000000,2000000,2500000,26,18,9,24000,50000,60000,15,10,8,4.425,244.566,245.49,80,A1LENHSFWGC5EU,42,2,,78253,"Donald Trump ",6,3,0,English,2.419,281.987,286.52,22,1,2,1,1,21.405,98.298,99.154,7,-4,4,-4,-4,4,-4,-4,1.352,407.601,408.837,16,3,4,3,4,3,4,2,4,4.339,366.48,368.153,20,5,3,3,4,3,5,6,6.176,37.845,39.045,14,2,2,3,1,80,12,80,95,5,10000,2.011,89.925,92.764,31,3.461,38.607,40.047,23,3,0,1,5,4,3.401,3.941,9.533,2,9,1,3655
2020-04-24 17:22:40,2020-04-24 17:28:36,0,72.51.231.125,100,355,1,2020-04-24 17:28:36,R_3NQCqcTEgW9KGgW,,,,,36.7884063720703125,-89.96430206298828125,anonymous,EN,0,0,4.18,0,1,3.086,4.997,5.845,3,0,0,3.034,0,453001,673088,819726,52,51,49,783009,956392,1239005,42,40,37,13008,15213,17103,46,45,44,9.629,141.319,142.922,24,A2IBTYRQIZX1N6,39,1,,63701,Donald Trump,2,2,1,English,1.551,26.087,30.687,10,3,3,2,1,2.978,12.302,13.22,7,3,-4,-1,3,-3,1,4,4.262,25.364,26.735,11,4,4,5,5,5,6,1,6,2.982,17.695,18.795,13,6,5,5,5,2,5,6,2.295,17.246,18.667,10,1,51,29,13,91,85,95,95,7,13000,2.485,46.279,47.047,18,3.75,24.103,25.294,9,8,4,1,4,1,3.851,3.851,7.1,1,10,1,7025
2020-04-24 17:24:43,2020-04-24 17:32:40,0,68.255.176.82,100,476,1,2020-04-24 17:32:40,R_1OAB4n6cNlpCEoq,,,,,33.6549072265625,-95.539398193359375,anonymous,EN,0,0,50.455,0,1,4.191,4.191,5.09,1,0,0,30.688,0,30,45,20,88,75,98,46,40,35,88,83,91,50,40,35,92,87,88,3.493,23.113,93.081,7,A3E6HPXTP1ZCV6,42,2,,75702,Donald trump,6,5,1,English,1.425,123.087,132.366,32,2,3,2,3,1.352,7.483,9.511,5,3,-2,3,2,-2,2,3,1.862,12.88,15.4,7,5,4,5,6,4,5,4,6,1.21,10.516,12.614,8,6,4,6,5,8,4,6,3.013,9.092,10.969,7,2,90,80,89,71,91,78,93,5,30,2.867,44.264,49.153,15,8.363,27.163,29.162,11,3,85,1,4,3,2.113,2.113,3.929,1,9,1,1216
2020-04-24 17:38:48,2020-04-24 17:53:30,0,205.169.57.115,100,882,1,2020-04-24 17:53:31,R_3EVVqBZser7Gf3i,,,,,28.575897216796875,-81.39569854736328125,anonymous,EN,0,0,14.293,0,1,3.151,3.151,4.042,1,3.668,104.115,106.135,3,1181346,3544038,1222026,44,55,47,1081245,2689521,4853245,34,41,34,22100,32000,56000,20,50,42,22.59,462.22,464.211,28,A213CX3NWZN0Z,30,1,,10022,Donald Trump,4,3,3,English,2.509,55.945,63.798,15,2,2,3,3,4.94,17.185,18.326,5,2,2,3,1,2,1,1,4.219,18.759,20.248,7,4,3,5,4,4,4,3,4,2.524,14.713,16.202,8,4,5,4,3,4,5,6,2.13,10.48,13.739,7,1,23,11,9,69,56,31,80,7,37170,3.973,99.853,102.663,12,4.819,27.228,28.364,8,3,44,2,4,3,3.479,3.479,4.43,1,8,1,2358
2020-04-24 18:01:57,2020-04-24 18:15:10,0,71.179.35.112,100,792,1,2020-04-24 18:15:11,R_OvVSlGxNG8SjOk9,,,,,39.2079010009765625,-76.95929718017578125,anonymous,EN,0,0,5.762,0,1,2.484,2.484,3.937,1,44.016,44.45,56.726,2,420000,500000,580000,74,69,62,600000,700000,800000,80,75,69,14500,18500,22500,77,72,64,131.653,335.331,337.296,23,APEQ60QNQ3WQT,50,2,,21043,Donald Trump,6,6,0,English,1.264,56.088,61.12,12,3,3,3,2,10.371,27.832,29,5,1,-1,-4,3,-2,0,2,10.305,55.027,57.512,15,6,6,6,6,6,5,2,6,4.983,31.872,33.02,10,4,2,2,2,4,3,6,6.167,36.028,38.712,8,2,8,0,0,100,81,98,99,6,120,3.109,61.233,71.716,17,5.478,59.177,59.886,9,3,31,1,5,3,3.744,3.744,5.933,1,10,1,3887
2020-04-24 18:07:41,2020-04-24 18:16:32,0,50.43.44.196,100,531,1,2020-04-24 18:16:32,R_0HsV14hDMNFWy3f,,,,,45.539703369140625,-122.96379852294921875,anonymous,EN,0,0,4.783,0,1,4.531,4.531,6.478,1,0,0,10.068,0,490000,520000,550000,42,35,33,500000,625000,750000,29,21,7,15000,19000,24000,58,47,31,88.668,196.57,199.344,18,A2DD5TYSKNCLA6,64,2,,97123,Donald J. Trump,6,6,birth,English,8.284,39.05,43.716,10,2,2,1,1,4.95,13.264,14.219,4,-1,3,-2,0,3,3,-1,8.153,42.375,44.113,7,6,6,6,6,6,5,2,6,5.269,46.955,49.727,10,6,3,4,5,3,5,6,7.804,35.922,37.001,7,2,1,0,0,81,0,100,97,7,6200,2.5,50.548,65.8,11,2.824,27.85,29.085,5,12,14,2,4,1,3.792,3.792,4.764,1,10,1,1813
2020-04-24 18:39:21,2020-04-24 18:48:17,0,73.147.95.252,100,535,1,2020-04-24 18:48:17,R_3IcOzH3aU4igoUU,,,,,38.27099609375,-77.54949951171875,anonymous,EN,0,0,24.718,0,1,9.627,9.627,11.42,1,0,0,5.796,0,440000,500000,550000,76,73,65,1200000,1900000,2400000,59,53,46,15000,20000,24000,69,64,55,50.183,196.836,199.819,23,AVL8NX27320P,59,2,,22407,Donald Trump,6,5,1,English,7.298,45.409,51.829,9,2,2,2,1,5.223,14.51,16.3,4,1,-1,-3,1,-1,2,1,8.887,37.1,39.461,7,4,4,4,5,5,6,1,6,4.933,32.756,35.382,9,3,3,4,4,3,3,6,6.993,23.76,27.719,7,2,20,15,3,90,30,90,90,4,100000,2.113,54.551,56.194,11,12.991,36.03,37.978,5,2,1,2,4,3,4.412,4.412,6.267,1,9,1,6758
2020-04-24 18:54:52,2020-04-24 18:59:28,0,23.106.26.135,100,276,1,2020-04-24 18:59:29,R_27DKLFUO3gMzkcS,,,,,47.490203857421875,-122.3003997802734375,anonymous,EN,0,0,19.519,0,1,2.778,2.778,3.85,1,0,0,1.716,0,1301,68211,215003,47,71,76,13011,68211,215003,71,64,74,68111,25000,30000,51,70,87,2.001,60.925,62.437,19,AUVBOZ9P6PE49,26,1,,94563,california,5,5,20,yes,1.202,26.939,37.148,9,3,3,3,2,1.262,8.814,13.158,5,2,2,2,2,2,1,1,1.584,15.504,16.735,13,3,4,5,5,3,1,3,4,0.789,12.454,13.389,11,3,6,3,5,3,6,6,1.285,12.452,16.168,7,1,51,65,65,65,67,74,78,5,600000,0.98,18.968,38.066,11,2.11,17.629,23.286,12,2,59,1,3,3,1.756,1.756,2.752,1,5,1,2238
2020-04-24 19:42:30,2020-04-24 19:49:01,0,24.11.16.232,100,390,1,2020-04-24 19:49:01,R_1DSBVXltoPO5ukG,,,,,41.0854034423828125,-111.96820068359375,anonymous,EN,0,0,92.996,0,1,3.852,3.852,4.578,1,0,0,4.889,0,515255,650321,792751,34,22,9,1500000,2150000,2950352,15,11,6,15576,19853,22352,35,27,26,18.587,120.755,122.169,17,A24WQ0ZEGXHX6J,48,2,,84414,Donald Trump,5,2,0,English,5.853,20.829,25.251,7,3,3,2,2,2.388,8.908,9.616,4,4,-2,-4,4,3,4,4,3.002,21.858,22.911,8,6,6,6,6,5,5,2,6,2.119,17.182,17.804,8,4,5,3,4,4,5,6,2.672,19.527,21.532,10,2,1,1,1,45,5,51,51,7,5500,1.839,27.591,32.771,11,2.075,19.251,19.96,5,3,10,1,2,2,3.061,3.061,3.761,1,9,1,9690
2020-04-24 19:41:07,2020-04-24 19:49:38,0,198.228.80.152,100,511,1,2020-04-24 19:49:39,R_xD6ns0QNKaRhKKd,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0,0,73.426,0,1,11.172,11.172,12.09,1,35.9,36.192,36.746,2,20000,40000,60000,31,64,95,50000,100000,150000,31,64,91,2000,4000,6000,20,42,63,2.752,115.857,116.16,26,AXZV4UH3U7A6V,65,2,,63601,donald trump,5,1,1,english,6.34,45.956,46.144,14,3,4,2,3,0.703,4.281,4.5,7,1,1,2,1,2,1,1,0.916,9.447,9.997,18,4,3,3,4,4,4,3,4,0.772,10.235,10.625,12,5,3,4,5,4,3,6,1.329,7.009,9.29,8,2,44,60,57,66,54,64,49,5,52176,4.36,35.319,92.79,14,1.487,10.74,31.001,9,3,51,2,3,2,5.77,9.183,11.982,3,10,1,5144
